"index","code","lc","product_name_bg","product_name_de","product_name_el","product_name_en","product_name_es","product_name_fr","product_name_it","product_name_pl","generic_name_de","generic_name_el","generic_name_en","quantity","serving_size","packaging","packaging_tags","brands","brands_tags","brand_owner","categories","categories_tags","labels","labels_tags","countries","countries_tags","stores","stores_tags","obsolete","obsolete_since_date","origins","origins_tags","origin_en","manufacturing_places","manufacturing_places_tags","emb_codes","emb_codes_tags","ingredients_text_bg","ingredients_text_de","ingredients_text_el","ingredients_text_en","ingredients_text_es","ingredients_text_fr","ingredients_text_nl","ingredients_text_pl","allergens","allergens_tags","traces","traces_tags","no_nutrition_data","nutrition_data_per","nutrition_data_prepared_per","energy-kj_value","energy-kj_unit","energy-kj_prepared_value","energy-kj_prepared_unit","energy-kcal_value","energy-kcal_unit","energy-kcal_prepared_value","energy-kcal_prepared_unit","fat_value","fat_unit","fat_prepared_value","fat_prepared_unit","saturated-fat_value","saturated-fat_unit","saturated-fat_prepared_value","saturated-fat_prepared_unit","carbohydrates_value","carbohydrates_unit","carbohydrates_prepared_value","carbohydrates_prepared_unit","sugars_value","sugars_unit","sugars_prepared_value","sugars_prepared_unit","fiber_value","fiber_unit","fiber_prepared_value","fiber_prepared_unit","proteins_value","proteins_unit","proteins_prepared_value","proteins_prepared_unit","salt_value","salt_unit","salt_prepared_value","salt_prepared_unit","sodium_value","sodium_unit","sodium_prepared_value","sodium_prepared_unit","alcohol_value","alcohol_unit","energy_value","energy_unit","energy_prepared_value","energy_prepared_unit","monounsaturated-fat_value","monounsaturated-fat_unit","monounsaturated-fat_prepared_value","monounsaturated-fat_prepared_unit","polyunsaturated-fat_value","polyunsaturated-fat_unit","polyunsaturated-fat_prepared_value","polyunsaturated-fat_prepared_unit","trans-fat_value","trans-fat_unit","cholesterol_value","cholesterol_unit","starch_value","starch_unit","starch_prepared_value","starch_prepared_unit","polyols_value","polyols_unit","soluble-fiber_value","soluble-fiber_unit","insoluble-fiber_value","insoluble-fiber_unit","vitamin-a_value","vitamin-a_unit","vitamin-d_value","vitamin-d_unit","vitamin-k_value","vitamin-k_unit","vitamin-c_value","vitamin-c_unit","vitamin-b1_value","vitamin-b1_unit","vitamin-b2_value","vitamin-b2_unit","vitamin-pp_value","vitamin-pp_unit","vitamin-b6_value","vitamin-b6_unit","vitamin-b9_value","vitamin-b9_unit","folates_value","folates_unit","vitamin-b12_value","vitamin-b12_unit","pantothenic-acid_value","pantothenic-acid_unit","potassium_value","potassium_unit","calcium_value","calcium_unit","phosphorus_value","phosphorus_unit","iron_value","iron_unit","magnesium_value","magnesium_unit","zinc_value","zinc_unit","copper_value","copper_unit","manganese_value","manganese_unit","selenium_value","selenium_unit","iodine_value","iodine_unit","phylloquinone_value","phylloquinone_unit","link","off:food_groups","off:food_groups_tags","off:nova_groups","off:nova_groups_tags","off:nutriscore_grade","off:nutriscore_score","off:ecoscore_grade","off:ecoscore_score","off:ecoscore_data.missing_key_data","off:ecoscore_data.agribalyse.code","off:ecoscore_data.adjustments.origins_of_ingredients.value","off:ecoscore_data.adjustments.packaging.value","off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials","off:ecoscore_data.adjustments.production_system.value","off:ecoscore_data.adjustments.threatened_species.value","sources_fields:org-database-usda:available_date","sources_fields:org-database-usda:fdc_category","sources_fields:org-database-usda:fdc_data_source","sources_fields:org-database-usda:fdc_id","sources_fields:org-database-usda:modified_date","sources_fields:org-database-usda:publication_date","data_sources"
"51","0213065804999","en","null","null","null","San Francisco Sourdough Bread","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","232.1428571429","kcal","","null","0","g","","null","0","g","","null","46.4285714286","g","","null","0","g","","null","3.5714285714","g","","null","7.1428571429","g","","null","1.1607142857","g","","null","0.4642857143","g","","null","","null","232.1428571429","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"52","5057172668427","en","null","null","null","Stonebaked Pave Rolls","null","null","null","null","null","null","Part-baked, wheat based rolls with sourdough","300g","4 servings","Plastic bag","en:plastic-bag","ASDA","asda","null","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Pre-baked breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:pre-baked-breads","Vegetarian","en:vegetarian","United Kingdom","en:united-kingdom","ASDA","asda","0","","null","null","United Kingdom","United Kingdom","united-kingdom","null","null","null","null","null","Wheat Flour, Water, Sourdough [Wheat, Water], Yeast, Alcohol (Ethanol), Wheat Gluten, Salt, Deactivated Yeast, Barley Malt Flour, Barley Malt Extract, Antioxidant (Ascorbic Acid), Malted Wheat Flour","null","null","null","null","Gluten","en:gluten","Gluten, Sesame. Contains: Barley","en:gluten,en:sesame-contains-barley","null","100g","100g","1236","kJ","","null","292","kcal","","null","1.4","g","","null","0.5","g","","null","58","g","","null","3","g","","null","3.1","g","","null","9.8","g","","null","1.1","g","","null","0.44","g","","null","","null","1236","kJ","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","https://groceries.asda.com/product/baguettes-part-baked-bread/asda-extra-special-bake-at-home-stonebaked-pave-rolls/1000318360086","en:bread","en:cereals-and-potatoes,en:bread","4","en:4-ultra-processed-food-and-drink-products","a","-1","unknown","","","null","-5","-10","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"53","0860008249654","en","null","null","null","San Francisco Sourdough","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","210.5263157895","kcal","","null","2.6315789474","g","","null","0","g","","null","43.8596491228","g","","null","0","g","","null","7.0175438596","g","","null","7.0175438596","g","","null","1.2280701754","g","","null","0.4912280702","g","","null","","null","210.5263157895","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"54","0283232002404","en","null","null","null","Stonebaked sourdough","null","null","null","null","null","null","null","600g","null","null","null","Tesco Finest","tesco-finest","null","null","null","null","null","United Kingdom","en:united-kingdom","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - smoothie-openfoodfacts, Apps, App - Yuka"
"55","0077890549513","en","null","null","null","Wegmans Organic White Sourdough Sandwhich Bread","null","null","null","null","null","null","null","21 oz","null","null","null","null","null","null","null","null","Organic, USDA Organic","en:organic,en:usda-organic","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","242.4242424242","kcal","","null","3.0303030303","g","","null","0","g","","null","45.4545454545","g","","null","3.0303030303","g","","null","3.0303030303","g","","null","9.0909090909","g","","null","1.0606060606","g","","null","0.4242424242","g","","null","","null","242.4242424242","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"56","0076185017201","en","null","null","null","Multichannel sourdough bread","null","null","null","null","null","null","null","16 oz","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","437.5","kcal","","null","9.375","g","","null","0","g","","null","68.75","g","","null","0","g","","null","6.25","g","","null","18.75","g","","null","1.71875","g","","null","0.6875","g","","null","","null","437.5","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"57","56856149","fr","null","null","null","null","null","Sourdough","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Canada","en:canada","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"58","4088600382494","en","null","null","null","Spelt and Seed Sourdough","null","null","null","null","null","null","null","500 g","100g","null","null","Aldi","aldi","null","null","null","null","null","Ireland","en:ireland","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","1324","kJ","","null","136","kcal","","null","3.4","g","","null","0.5","g","","null","41.1","g","","null","0.6","g","","null","8.2","g","","null","12.7","g","","null","0.37","g","","null","0.148","g","","null","","null","1324","kJ","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Waistline, Apps, App - Yuka"
"59","0077890554623","en","null","null","null","White Sourdough sandwich bread","null","null","null","null","null","null","null","null","null","null","null","Wegmans Organic","wegmans-organic","null","null","null","Organic, USDA Organic","en:organic,en:usda-organic","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","242.4242424242","kcal","","null","0","g","","null","0","g","","null","45.4545454545","g","","null","3.0303030303","g","","null","3.0303030303","g","","null","9.0909090909","g","","null","1.0606060606","g","","null","0.4242424242","g","","null","","null","242.4242424242","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"60","0062639450168","fr","null","null","null","null","null","Yukon trail sourdough","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Canada","en:canada","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","280","kcal","","null","3.3333333333","g","","null","0","g","","null","52","g","","null","4","g","","null","2.6666666667","g","","null","9.3333333333","g","","null","1.2333333333","g","","null","0.4933333333","g","","null","","null","280","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"61","0087782000015","fr","null","null","null","null","null","Spelt Bread, Sourdough Whole Grain","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Sans conservateurs","en:no-preservatives","Canada","en:canada","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","255.3191489362","kcal","","null","2.1276595745","g","","null","0","g","","null","48.9361702128","g","","null","0","g","","null","6.3829787234","g","","null","8.5106382979","g","","null","1.1170212766","g","","null","0.4468085106","g","","null","","null","255.3191489362","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"62","5391526416549","en","null","null","null","Sourdough baps","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Ireland","en:ireland","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","241","kcal","","null","4.3","g","","null","0.4","g","","null","42.5","g","","null","1.4","g","","null","8.2","g","","null","4","g","","null","0.96","g","","null","0.384","g","","null","","null","241","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"63","26262017","en","null","null","null","Sourdough seeds and grain","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Health Star Rating, Health Star Rating 3.5","en:health-star-rating,en:health-star-rating-3-5","Australia","en:australia","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","256","kcal","","null","2.8","g","","null","0.5","g","","null","46.5","g","","null","1.1","g","","null","","null","","null","8.9","g","","null","0.8925","g","","null","0.357","g","","null","","null","256","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"64","9310072033181","en","null","null","null","Sourdough Crisps","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Health Star Rating, Health Star Rating 2","en:health-star-rating,en:health-star-rating-2","Australia","en:australia","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","492.6173888889","kcal","","null","23.8888888889","g","","null","5.5555555556","g","","null","58.3333333333","g","","null","2.7777777778","g","","null","2.7777777778","g","","null","8.8888888889","g","","null","1.7222222222","g","","null","0.6888888889","g","","null","","null","492.6173888889","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"65","6007875200522","en","null","null","null","Sesame seed sourdough bread","null","null","null","null","null","null","null","null","50.0g","null","null","Woolworths Food","woolworths-food","null","null","null","null","null","South Africa","en:south-africa","Woolworths","woolworths","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","253","kcal","","null","3.2999999523","g","","null","0.8000000119","g","","null","46","g","","null","1.1000000238","g","","null","5","g","","null","8.5","g","","null","","null","","null","","null","","null","","null","253","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","null"
"66","0813305015453","en","null","null","null","The take bake sourdough","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","No preservatives","en:no-preservatives","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","232.1428571429","kcal","","null","0.8928571429","g","","null","0","g","","null","46.4285714286","g","","null","0","g","","null","","null","","null","7.1428571429","g","","null","1.1607142857","g","","null","0.4642857143","g","","null","","null","232.1428571429","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","","unknown","c","3","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"67","0036800463721","en","null","null","null","Sourdough English Muffins","null","null","null","null","null","null","null","12 oz","1 MUFFIN (57 g)","null","null","Food Club","food-club","Topco Associates, Inc.","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, English muffins","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:english-muffins","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","Enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, yeast, rice flour, cornmeal, salt, sugar, preservatives (calcium propionate, sorbic acid, potassium sorbate), wheat gluten, soybean oil, wheat starch, monoglycerides, acetic acid, citric acid.","null","null","null","null","Gluten","en:gluten","null","null","null","100g","100g","","null","","null","228.0701754386","kcal","","null","1.7543859649","g","","null","0","g","","null","45.6140350877","g","","null","1.7543859649","g","","null","1.7543859649","g","","null","7.0175438596","g","","null","0.9210526316","g","","null","0.3684210526","g","","null","","null","228.0701754386","kcal","","null","0","g","","null","0","g","","null","0","g","0","mg","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","88","mg","123","mg","","null","2.46","mg","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","4","en:4-ultra-processed-food-and-drink-products","b","1","b","66","1","7257","-5","-15","1","0","","2019-10-14T00:00:00Z","Breads & Buns","LI","736548","2019-10-14T00:00:00Z","2019-12-06T00:00:00Z","Databases, database-usda, App - Yuka, Apps"
"68","0219215203483","en","null","null","null","Sourdough bread round sliced","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"69","0037296203174","en","null","null","null","Sourdough twice baked crackers","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Snacks, Salty snacks, Appetizers, Crackers","en:snacks,en:salty-snacks,en:appetizers,en:crackers","Organic, No GMOs, USDA Organic, Non GMO project","en:organic,en:no-gmos,en:usda-organic,en:non-gmo-project","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","466.6667","kcal","","null","16.6667","g","","null","1.6667","g","","null","66.6667","g","","null","3.3333","g","","null","","null","","null","10","g","","null","1.58333325","g","","null","0.6333333","g","","null","","null","466.6667","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","en:appetizers","en:salty-snacks,en:appetizers","","unknown","d","13","b","67","1","38402","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"70","0027199001120","en","null","null","null","Sourdough English Muffins","null","null","null","null","null","null","null","13 oz","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","213.1147540984","kcal","","null","1.6393442623","g","","null","0","g","","null","40.9836065574","g","","null","1.6393442623","g","","null","1.6393442623","g","","null","6.5573770492","g","","null","0.9016393443","g","","null","0.3606557377","g","","null","","null","213.1147540984","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"71","0072431200540","en","null","null","null","Artisan Simply Sourdough Btead","null","null","null","null","null","null","null","null","null","null","null","Lunds & Byerlys","lunds-byerlys","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"72","0072431205477","en","null","null","null","Sourdough bread","null","null","null","null","null","null","null","null","null","null","null","Lunds & Byerlys","lunds-byerlys","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","216.2162162162","kcal","","null","0","g","","null","0","g","","null","45.9459459459","g","","null","0","g","","null","2.7027027027","g","","null","8.1081081081","g","","null","1.0135135135","g","","null","0.4054054054","g","","null","","null","216.2162162162","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"73","0077890559055","en","null","null","null","Organic miche sourdough bread","null","null","null","null","null","null","null","null","null","null","null","Wegmans Organic","wegmans-organic","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"74","77521354","en","null","null","null","Sourdough made from scratch","null","null","null","null","null","null","null","null","null","null","null","H-E-B","h-e-b","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","250","kcal","","null","1.7857142857","g","","null","0","g","","null","48.2142857143","g","","null","1.7857142857","g","","null","1.7857142857","g","","null","8.9285714286","g","","null","1.3392857143","g","","null","0.5357142857","g","","null","","null","250","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"75","0836565000229","en","null","null","null","Wild yeast sourdough","null","null","null","null","null","null","null","null","1.0g","null","null","Bred","bred","null","null","null","null","null","Italy","en:italy","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","10000","kcal","","null","","null","","null","","null","","null","2000","g","","null","","null","","null","100","g","","null","300","g","","null","","null","","null","","null","","null","","null","10000","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","null"
"76","34759554","en","null","null","null","Sourdough Crisp Bread","null","null","null","null","null","null","null","null","null","null","null","Wasa","wasa","null","null","null","No GMOs, Non GMO project","en:no-gmos,en:non-gmo-project","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","250","kcal","","null","0","g","","null","0","g","","null","58.3333333333","g","","null","0","g","","null","16.6666666667","g","","null","8.3333333333","g","","null","1.0416666667","g","","null","0.4166666667","g","","null","","null","250","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"77","04308362","en","null","null","null","Sourdough crisp bread","null","null","null","null","null","null","null","null","null","null","null","Wasa","wasa","null","null","null","No GMOs, Non GMO project","en:no-gmos,en:non-gmo-project","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","250","kcal","","null","0","g","","null","0","g","","null","58.3333333333","g","","null","0","g","","null","16.6666666667","g","","null","8.3333333333","g","","null","1.0416666667","g","","null","0.4166666667","g","","null","","null","250","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
