"index","code","lc","product_name_bg","product_name_de","product_name_el","product_name_en","product_name_es","product_name_fr","product_name_it","product_name_pl","generic_name_de","generic_name_el","generic_name_en","quantity","serving_size","packaging","packaging_tags","brands","brands_tags","brand_owner","categories","categories_tags","labels","labels_tags","countries","countries_tags","stores","stores_tags","obsolete","obsolete_since_date","origins","origins_tags","origin_en","manufacturing_places","manufacturing_places_tags","emb_codes","emb_codes_tags","ingredients_text_bg","ingredients_text_de","ingredients_text_el","ingredients_text_en","ingredients_text_es","ingredients_text_fr","ingredients_text_nl","ingredients_text_pl","allergens","allergens_tags","traces","traces_tags","no_nutrition_data","nutrition_data_per","nutrition_data_prepared_per","energy-kj_value","energy-kj_unit","energy-kj_prepared_value","energy-kj_prepared_unit","energy-kcal_value","energy-kcal_unit","energy-kcal_prepared_value","energy-kcal_prepared_unit","fat_value","fat_unit","fat_prepared_value","fat_prepared_unit","saturated-fat_value","saturated-fat_unit","saturated-fat_prepared_value","saturated-fat_prepared_unit","carbohydrates_value","carbohydrates_unit","carbohydrates_prepared_value","carbohydrates_prepared_unit","sugars_value","sugars_unit","sugars_prepared_value","sugars_prepared_unit","fiber_value","fiber_unit","fiber_prepared_value","fiber_prepared_unit","proteins_value","proteins_unit","proteins_prepared_value","proteins_prepared_unit","salt_value","salt_unit","salt_prepared_value","salt_prepared_unit","sodium_value","sodium_unit","sodium_prepared_value","sodium_prepared_unit","alcohol_value","alcohol_unit","energy_value","energy_unit","energy_prepared_value","energy_prepared_unit","monounsaturated-fat_value","monounsaturated-fat_unit","monounsaturated-fat_prepared_value","monounsaturated-fat_prepared_unit","polyunsaturated-fat_value","polyunsaturated-fat_unit","polyunsaturated-fat_prepared_value","polyunsaturated-fat_prepared_unit","trans-fat_value","trans-fat_unit","cholesterol_value","cholesterol_unit","starch_value","starch_unit","starch_prepared_value","starch_prepared_unit","polyols_value","polyols_unit","soluble-fiber_value","soluble-fiber_unit","insoluble-fiber_value","insoluble-fiber_unit","vitamin-a_value","vitamin-a_unit","vitamin-d_value","vitamin-d_unit","vitamin-k_value","vitamin-k_unit","vitamin-c_value","vitamin-c_unit","vitamin-b1_value","vitamin-b1_unit","vitamin-b2_value","vitamin-b2_unit","vitamin-pp_value","vitamin-pp_unit","vitamin-b6_value","vitamin-b6_unit","vitamin-b9_value","vitamin-b9_unit","folates_value","folates_unit","vitamin-b12_value","vitamin-b12_unit","pantothenic-acid_value","pantothenic-acid_unit","potassium_value","potassium_unit","calcium_value","calcium_unit","phosphorus_value","phosphorus_unit","iron_value","iron_unit","magnesium_value","magnesium_unit","zinc_value","zinc_unit","copper_value","copper_unit","manganese_value","manganese_unit","selenium_value","selenium_unit","iodine_value","iodine_unit","phylloquinone_value","phylloquinone_unit","link","off:food_groups","off:food_groups_tags","off:nova_groups","off:nova_groups_tags","off:nutriscore_grade","off:nutriscore_score","off:ecoscore_grade","off:ecoscore_score","off:ecoscore_data.missing_key_data","off:ecoscore_data.agribalyse.code","off:ecoscore_data.adjustments.origins_of_ingredients.value","off:ecoscore_data.adjustments.packaging.value","off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials","off:ecoscore_data.adjustments.production_system.value","off:ecoscore_data.adjustments.threatened_species.value","sources_fields:org-database-usda:available_date","sources_fields:org-database-usda:fdc_category","sources_fields:org-database-usda:fdc_data_source","sources_fields:org-database-usda:fdc_id","sources_fields:org-database-usda:modified_date","sources_fields:org-database-usda:publication_date","data_sources"
"0","5000169636046","en","null","null","null","Wood-fored Fennel Sausage, ‘Nduja Sourdough Pizza","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United Kingdom","en:united-kingdom","Waitrose","waitrose","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","216","kcal","","null","7.1","g","","null","2.9","g","","null","27","g","","null","3.6","g","","null","2.3","g","","null","9.9","g","","null","0.91","g","","null","0.364","g","","null","","null","216","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"1","0850026434323","en","null","null","null","Cinnamon Spouted Sourdough","null","null","null","null","null","null","null","25 oz","null","null","null","null","null","null","null","null","Vegetarian, No artificial flavors, Vegan, Vegan Action","en:vegetarian,en:no-artificial-flavors,en:vegan,en:vegan-action","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","234.0425531915","kcal","","null","0","g","","null","0","g","","null","48.9361702128","g","","null","8.5106382979","g","","null","8.5106382979","g","","null","6.3829787234","g","","null","0.7978723404","g","","null","0.3191489362","g","","null","","null","234.0425531915","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"2","0237653602484","en","null","null","null","San Francisco sourdough","null","null","null","null","null","null","null","20.0 oz","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"3","4056489462187","en","null","null","null","Chargrilled vegetable and basil pesto woodfired sourdough pizza","null","null","null","null","null","null","null","null","null","null","null","Lidl,Deluxe","lidl,deluxe","null","Meals, Pizzas pies and quiches, Pizzas","en:meals,en:pizzas-pies-and-quiches,en:pizzas","null","null","Ireland","en:ireland","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","245","kcal","","null","8.5","g","","null","3.6","g","","null","33","g","","null","4.7","g","","null","3","g","","null","7.5","g","","null","0.85","g","","null","0.34","g","","null","","null","245","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","en:pizza-pies-and-quiches","en:composite-foods,en:pizza-pies-and-quiches","","unknown","c","3","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"4","10500016941075200179","fr","null","null","null","null","null","Rye & Wheat Dark Sourdough Bread","null","null","null","null","null","null","null","null","null","null","null","null","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","null","null","France","en:france","Waitrose","waitrose","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","221","kcal","","null","1","g","","null","0.2","g","","null","44.8","g","","null","2.8","g","","null","4.9","g","","null","5.9","g","","null","0.51","g","","null","0.204","g","","null","","null","221","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","","unknown","a","-4","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"5","10500016930534800159","fr","null","null","null","null","null","White Sourdough Bread","null","null","null","null","null","null","null","null","null","null","null","null","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","null","null","Royaume-Uni","en:united-kingdom","Waitrose","waitrose","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","230","kcal","","null","0.7","g","","null","0.1","g","","null","46.6","g","","null","0.9","g","","null","2.9","g","","null","7.8","g","","null","0.81","g","","null","0.324","g","","null","","null","230","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","","unknown","a","-2","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"6","4088600327587","en","null","null","null","Dark Rye Sourdough","null","null","null","null","null","null","null","500 g","null","Ldpe-bag","en:ldpe-bag","Rye Bread","rye-bread","null","null","null","Green Dot","en:green-dot","United Kingdom","en:united-kingdom","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","242","kcal","","null","1.8","g","","null","0.3","g","","null","27","g","","null","1.1","g","","null","","null","","null","1.6","g","","null","0.87","g","","null","0.348","g","","null","","null","242","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","","null","-5","-8","0","0","","null","null","null","","null","null","App - yuka, Apps, App - Horizon"
"7","0650947020205","en","null","null","null","Sourdough","null","null","null","null","null","null","null","20 oz","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","234.0425531915","kcal","","null","1.0638297872","g","","null","0","g","","null","46.8085106383","g","","null","0","g","","null","2.1276595745","g","","null","8.5106382979","g","","null","1.0638297872","g","","null","0.4255319149","g","","null","","null","234.0425531915","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"8","0055617973544","en","null","null","null","Pain blanc  sourdough levain","null","null","null","null","null","null","null","null","76.0g","null","null","Artesano","artesano","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","210.5263157895","kcal","","null","1.9736842105","g","","null","0.3947368578","g","","null","39.4736842105","g","","null","1.3157894737","g","","null","1.3157894737","g","","null","10.5263157895","g","","null","","null","","null","","null","","null","","null","210.5263157895","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","null"
"9","10086988","en","null","Bauernbrot mit Sauerteig","null","Brown Ciabatta Rolls with Buckwheat and Sourdough","null","Choco Sticks","null","null","null","null","null","200g","50g","Plastic","en:plastic","Schär","schar","null","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, Panini breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:panini-breads","Vegetarian, No gluten, Source of fibre, Vegan, High fibres, No lactose","en:vegetarian,en:no-gluten,en:source-of-fibre,en:vegan,en:high-fibres,en:no-lactose","Belgium, France, Germany, Ireland, Italy, Spain, Switzerland","en:belgium,en:france,en:germany,en:ireland,en:italy,en:spain,en:switzerland","null","null","0","","null","null","null","null","null","null","null","null","BELAG 52%: Mozzarella Käse 42% (pasteurisierte laktosefreie Milch, Salz, mikrobielles Lab, Säuerungsmittel: Zitronensäure), pürierte Tomaten 36%, gekochter Schinken11% (Schweinefleisch, Salz, Dextrose, Zucker, Antioxidationsmittel: Natriumascorbat; natürliches Aroma, Gewürze, Konservierungsstoff: Natriumnitrit, Raucharonma), Champignon Pilze 11%, jodiertes Speisesalz (Salz, Kaliumiodid), Oregano. PIZZABODEN 48%: Maisstärke, Wasser, Reismehl, Sauerteig 9% (Reismehl, Wasser). Verdickungsmittel: Cellulose, Hydroxypropylmethylcellulose; Reisstärke, natives Olivenől extra 3,7%, Hefe, Maismehl, Sonnenblumenol, jodiertes Speisesalz (Salz, Kaliumiadid), Früchteextrakt (Johannisbrotkern, Apfel), Zucker, Dextrose, Backtriebmittel: Natriumhydrogencarbonat, Glucono-delta lacton, Säuerungsmittel: Weinsäure, Zitronensäure. Kann Spuren von Soja enthalten. MIT LAKTOSEFREIEM MOZZARELLA (Laktose &lt;0,01 g/100 g).","null","Maize starch, sourdough 14% (rice flour, water), water, rice flour, sunflower seeds 7%, buckwheat flour 5.5%, flaxseeds 5%, yeast, vegetable fibre (psyllium, bamboo), apple extract, rice starch, thickener: hydroxypropyl methyl cellulose; sunflower oil, rice syrup, whole rice flour, soya protein, millet flour, extra virgin olive oil, sea salt, acids: citric acid, tartaric acid.","RELLENO 52%: queso mozzarella 42% (leche pasteurizada sin lactosa, sal, cuajo microbiano, acidulante: ácido cítrico), salsa de tomate 36%, jamón cocido 11% (carne de cerdo, sal, dextrosa, azúcar, antioxidante: ascorbato sódico; aroma natural, mezcla de especias, conservante: nitrito sódico; aroma'ahumado), champiñones 11%, sal yodada (sal, yoduro de potasio), orégano. 

BASE 48%: almidón de maíz, agua, harina de arroz, masa madre 9% (harina de arroz, agua), espesantes: celulosa, hidroxipropilmetilcelulosa; almidón de arroz, aceite de oliva virgen extra 3,7%, levadura, harina de maíz, aceite de girasol, sal yodada (sal, yoduro de potasio), extracto de fruta (algarroba, manzana), azúcar, dextrosa, gasificantes: bicarbonato sódico, glucono-delta-lactona; acidulantes: ấcido tartárico, ácido cítrico.","GARNITURE 52% : mozzarella 42% (lait pasteurisé sans lactose, sel, présure microbienne, correcteur d'acidité : acide citrique), purée de tomate 36%, jambon 11% (viande de porc, sel, dextrose, sucre, antioxydant : ascorbate de sodium ; arôme naturel, épices, conservateur : nitrite de sodium; arôme de fumée), champignons 11%, sel iodé, (sel, iodure de potassium), origan. 

PÂTE 48% : amidon de mais, eau, farine de riz, levain 9% (farine de riz, eau), épaissíssants : cellulose, hydroxypropylméthylcellulose; amidon de riz, huile d'olive extra vierge 3,7%, levure, farine de maïs, huile de tournesol, sel iodé, (sel, iodure de potassium), extraits de fruits (graines de caroube, pomme), sucre, dextrose, poudres à lever : bicarbonate de sodium, glucono-delta-lactone ; acidifiants : acide tartrique, acide citrique.","BELEG 52%: mozzarella kaas 42% (gepasteuriseerde lactosevrije melk, zout, microbieel stremsel, voedingszuur: citroenzuur), tomatenpuree 36%, gekookte ham 11% (varkensvlees, zout, dextrose, suiker, antioxidant: natriumascorbaat; natuurlijk aroma, kruiden, conserveringsmiddel: natriumnitriet; rooksmaak), champignons 11%, gejodeerd zout (zout, kaliumjodide), oregano. BODEM 48%: maiszetmeel, water, rijstmeel, zuurdesem 9% (rijstmeel, water), verdikkingsmiddel: cellulose, hydroxypropylmethylcellulose; rijstzetmeel, extra vierge olijfolie 3,7%, gist, maïsmeel, zonnebloemolie, gejodeerd zout (zout, kaliumjodide), fruitextracten (johannesbroodpit, appel), suiker, dextrose, rijsmiddelen: natriumbicarbonaat, glucono-delta-lacton; voedingszuur: wijnsteenzuur, citroenzuur. Kan sporen van soja bevatten. MET LACTOSEVRIJE MOZZARELLA KAAS (lactose &lt;0,01g/100 g).","null","Milk, Soybeans","en:milk,en:soybeans","Lupin, Mustard, Sesame seeds, Soybeans","en:lupin,en:mustard,en:sesame-seeds,en:soybeans","null","100g","100g","1193","kJ","","null","285","kcal","","null","9.4","g","","null","1","g","","null","38","g","","null","4.6","g","","null","9.6","g","","null","6.8","g","","null","0.92","g","","null","0.368","g","","null","","null","1193","kJ","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","www.schar.co.uk","en:bread","en:cereals-and-potatoes,en:bread","4","en:4-ultra-processed-food-and-drink-products","a","-1","b","73","1","7170","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps, App - InFood, App - Speisekammer, App - Open Food Facts"
"10","0348693468852","en","null","null","null","WW Crafted Ancient Grains  sourdough Miche","null","null","null","null","null","null","null","null","125.0g","null","null","Woolworths","woolworths","null","null","null","null","null","France","en:france","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","289","kcal","","null","7.6999998093","g","","null","1.1000000238","g","","null","40.5999984741","g","","null","1.1000000238","g","","null","3.9000000954","g","","null","11.8000001907","g","","null","","null","","null","","null","","null","","null","289","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","null"
"11","0020702366044","en","null","null","null","Soybean & Linseed Sourdough","null","null","null","null","null","null","null","null","125.0g","null","null","Sonoma","sonoma","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","235.2","kcal","","null","3.2","g","","null","0.4","g","","null","36.3200012207","g","","null","0.7199999809","g","","null","","null","","null","9.5199996948","g","","null","","null","","null","","null","","null","","null","235.2","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","null"
"12","0685666003338","en","null","null","null","Sourdough English muffin","null","null","null","null","null","null","null","null","55.0g","null","null","Founders & Farmers","founders-farmers","null","null","null","null","null","Ireland","en:ireland","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","218.1818181818","kcal","","null","1.8181818182","g","","null","0.3636363691","g","","null","41.8181818182","g","","null","1.8181818182","g","","null","1.8181818182","g","","null","7.2727272727","g","","null","","null","","null","","null","","null","","null","218.1818181818","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","null"
"13","5025125000006","en","null","null","null","Sourdough white Ciabattin","null","null","null","null","null","null","null","580 g","null","null","null","null","null","null","null","null","null","null","United Kingdom","en:united-kingdom","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","238","kcal","","null","1","g","","null","0.3","g","","null","48","g","","null","1.7","g","","null","","null","","null","11","g","","null","0.97","g","","null","0.388","g","","null","","null","238","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps, App - smoothie-openfoodfacts"
"14","5057172908684","en","null","null","null","mozzarella and tomato sourdough pizza","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United Kingdom","en:united-kingdom","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","280","kcal","","null","13","g","","null","3.4","g","","null","29","g","","null","4.2","g","","null","1.9","g","","null","11","g","","null","0.98","g","","null","0.392","g","","null","","null","280","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"15","00252751","en","null","null","null","White sourdough","null","White sourdough","null","null","null","null","null","400g","100g","Ldpe-bag","en:ldpe-bag","Sainsbury's","sainsbury-s","null","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","null","null","France, United Kingdom","en:france,en:united-kingdom","Sainsbury's","sainsbury-s","0","","null","null","null","null","null","null","null","null","null","null","Fortified British wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), water, sea salt, rapeseed oil, extra virgin olive oil (0.5%), soya flour, rice flour, wheat gluten, fermented wheat flour, flour treatment agent: ascorbic acid","null","null","null","null","Gluten, Soybeans","en:gluten,en:soybeans","null","null","off","100g","100g","","null","","null","1081","kcal","","null","2.9","g","","null","0.4","g","","null","46.7","g","","null","2.9","g","","null","2.1","g","","null","9.6","g","","null","0.68","g","","null","0.272","g","","null","0","% vol / *","1081","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","en:bread","en:cereals-and-potatoes,en:bread","4","en:4-ultra-processed-food-and-drink-products","d","11","unknown","","","null","-5","-10","1","0","","null","null","null","","null","null","App - yuka, Apps, App - Open Food Facts"
"16","0041735227744","en","null","null","null","Sourdough bread","null","null","null","null","null","null","null","null","54.0g","null","null","Market","market","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","120","kcal","","null","","null","","null","","null","","null","24","g","","null","","null","","null","1","g","","null","5","g","","null","","null","","null","","null","","null","","null","120","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","null"
"17","0283839002005","en","null","null","null","Tesco in store baked sourdough bloomer","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United Kingdom","en:united-kingdom","Tesco","tesco","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","232","kcal","","null","0.8","g","","null","0.2","g","","null","45.5","g","","null","2.2","g","","null","2.8","g","","null","9.3","g","","null","0.9","g","","null","0.36","g","","null","","null","232","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"18","0041512159831","en","null","null","null","Old fashion garlic sourdough","null","null","null","null","null","null","null","24 oz","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","250","kcal","","null","0","g","","null","0","g","","null","50","g","","null","1.9230769231","g","","null","1.9230769231","g","","null","9.6153846154","g","","null","0.9615384615","g","","null","0.3846153846","g","","null","","null","250","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"19","5057172980819","en","null","null","null","Fruited sourdough loaf","null","null","null","null","null","null","null","null","null","null","null","Asda","asda","null","null","null","null","null","United Kingdom","en:united-kingdom","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","250","kcal","","null","2.7","g","","null","0.2","g","","null","46","g","","null","6.5","g","","null","4.9","g","","null","7.6","g","","null","3.8","g","","null","1.52","g","","null","","null","250","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"20","5057172731138","en","null","null","null","Smoked Ham, Mushroom & Mascarpone Sourdough Pizza","null","null","null","null","null","null","null","null","null","Card-box","en:card-box","Asda","asda","null","Meals, Pizzas pies and quiches, Pizzas","en:meals,en:pizzas-pies-and-quiches,en:pizzas","null","null","United Kingdom","en:united-kingdom","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","227","kcal","","null","8.2","g","","null","2.9","g","","null","27","g","","null","3.5","g","","null","1.7","g","","null","10","g","","null","0.78","g","","null","0.312","g","","null","","null","227","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","en:pizza-pies-and-quiches","en:composite-foods,en:pizza-pies-and-quiches","","unknown","b","1","unknown","","","null","-5","-10","0","0","","null","null","null","","null","null","App - Yuka, Apps"
"21","0781421001288","en","null","null","null","Sourdough loaf","null","null","null","null","null","null","null","16 oz","null","null","null","La Brea Bakery","la-brea-bakery","null","null","null","null","null","United States","en:united-states","null","null","0","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","263.1578947368","kcal","","null","0.8771929825","g","","null","0","g","","null","54.3859649123","g","","null","0","g","","null","1.7543859649","g","","null","8.7719298246","g","","null","1.6228070175","g","","null","0.649122807","g","","null","","null","263.1578947368","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","null","null","null","","unknown","null","","unknown","","1","null","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
